protocol,track,cluster_id,train_size,core_count,representative_train_record_ids,representative_word_terms,representative_char_ngrams,true_0,fake_1
canonical_random_group,topic_discovery_kmeans,6,198,,"[""true/827"", ""true/822"", ""true/1341"", ""true/828"", ""fake/829""]","[""norte"", ""coreia"", ""do norte"", ""coreia do"", ""eua"", ""kim"", ""nuclear"", ""un"", ""trump""]","[""core"", "" nort"", ""nort"", ""norte"", "" core"", ""corei""]",92.0,106.0
canonical_random_group,topic_discovery_kmeans,7,808,,"[""fake/145"", ""fake/158"", ""fake/2295"", ""fake/3323"", ""fake/2272""]","[""de"", ""dilma"", ""que"", ""do"", ""não"", ""da"", ""para"", ""um"", ""em"", ""lula"", ""se"", ""com""]","["" de"", ""do "", ""de ""]",97.0,711.0
canonical_random_group,topic_discovery,0,588,,"[""true/3028"", ""true/2541"", ""true/2980"", ""true/811"", ""true/2878""]","[""de"", ""lula"", ""da"", ""do"", ""ex"", ""presidente"", ""que"", ""federal"", ""ex presidente"", ""em"", ""no"", ""para"", ""feira""]","["" de"", ""do ""]",476.0,112.0
canonical_random_group,topic_discovery,1,6,,"[""true/506"", ""fake/11"", ""true/11"", ""fake/506"", ""true/3427""]","[""garotinho"", ""anthony garotinho"", ""anthony"", ""ex governador"", ""governador"", ""benfica"", ""cela""]","[""aroti"", ""otinh"", ""garot"", ""garo"", ""rotin"", "" garo"", ""tinho"", ""roti""]",3.0,3.0
canonical_random_group,topic_discovery,2,58,,"[""true/3241"", ""true/1576"", ""true/3337"", ""true/2970"", ""true/1513""]","[""tse"", ""chapa"", ""odebrecht"", ""temer"", ""dilma"", ""eleitoral"", ""dilma temer"", ""da odebrecht"", ""da chapa"", ""chapa dilma"", ""campanha"", ""de"", ""da"", ""herman""]","[""tse""]",40.0,18.0
canonical_random_group,topic_discovery,3,112,,"[""true/827"", ""true/718"", ""true/828"", ""true/1341"", ""true/822""]","[""coreia"", ""norte"", ""coreia do"", ""do norte"", ""eua"", ""kim"", ""nuclear""]","[""core"", "" core"", ""corei"", ""oreia"", "" nort"", ""nort"", ""norte"", ""reia""]",65.0,47.0
canonical_random_group,topic_discovery,4,10,,"[""true/557"", ""true/2903"", ""true/1398"", ""fake/80"", ""fake/1398""]","[""wyllys"", ""ética"", ""jean wyllys"", ""jean"", ""de ética"", ""bolsonaro"", ""conselho de"", ""conselho"", ""psol""]","[""yllys"", ""ylly"", ""yll"", "" wyll"", ""wyl"", ""wyll""]",5.0,5.0
canonical_random_group,topic_discovery,5,9,,"[""true/1528"", ""true/1519"", ""fake/1418"", ""true/2636"", ""fake/1528""]","[""victor"", ""poliana"", ""cantor victor"", ""cantor"", ""chaves"", ""do cantor""]","[""ictor"", ""victo"", ""vict"", ""ctor"", "" vict"", ""icto"", ""olian"", ""ict"", ""polia""]",5.0,4.0
canonical_random_group,topic_discovery,6,9,,"[""fake/63"", ""true/262"", ""fake/146"", ""true/63"", ""fake/160""]","[""bolsonaro"", ""marina"", ""jair"", ""ciro"", ""ciro gomes"", ""alckmin"", ""psc"", ""jair bolsonaro"", ""gomes"", ""bolsonaro psc"", ""marina silva""]","[""olson"", ""lsona"", ""sonar"", ""onaro""]",3.0,6.0
canonical_random_group,topic_discovery,7,20,,"[""fake/1924"", ""true/1304"", ""true/3068"", ""true/992"", ""true/1493""]","[""projeto"", ""foro"", ""renan"", ""senado"", ""foro privilegiado"", ""do foro"", ""privilegiado"", ""pec"", ""álvaro"", ""calheiros"", ""álvaro dias"", ""urgência""]","["" sena"", ""senad"", ""sena""]",8.0,12.0
canonical_random_group,topic_discovery,8,13,,"[""true/1617"", ""true/1653"", ""fake/1663"", ""true/1663"", ""true/3285""]","[""marisa"", ""dona marisa"", ""ex primeira"", ""dama"", ""primeira dama"", ""cerebral"", ""dona"", ""marisa letícia"", ""letícia"", ""sírio libanês"", ""de dona"", ""libanês""]","[""arisa"", ""maris"", ""risa""]",6.0,7.0
canonical_random_group,topic_discovery,9,5,,"[""fake/1732"", ""true/3200"", ""true/338"", ""true/425"", ""true/926""]","[""febre amarela"", ""amarela"", ""febre"", ""de febre"", ""doença"", ""vírus""]","["" febr"", ""febre"", "" feb"", ""febr"", ""feb"", ""arela"", ""marel"", ""ebre "", ""amare""]",4.0,1.0
canonical_random_group,topic_discovery,10,6,,"[""fake/1805"", ""fake/2289"", ""true/1805"", ""fake/2549"", ""fake/3089""]","[""da andrade"", ""andrade gutierrez"", ""gutierrez"", ""andrade"", ""otávio"", ""azevedo"", ""otávio azevedo"", ""de dilma"", ""dilma""]","["" otáv"", ""gutie"", ""utie"", ""utier"", ""tierr"", ""távi""]",1.0,5.0
canonical_random_group,topic_discovery,11,5,,"[""fake/2150"", ""fake/1907"", ""fake/957"", ""fake/1083"", ""fake/892""]","[""brad"", ""angelina"", ""pitt"", ""brad pitt"", ""jolie"", ""angelina jolie""]","[""brad "", ""rad "", ""ngeli"", ""gelin"", ""elina"", "" pitt"", ""pitt"", ""geli"", ""joli""]",0.0,5.0
canonical_random_group,topic_discovery,12,5,,"[""fake/2166"", ""fake/2168"", ""fake/2170"", ""true/2166"", ""true/2168""]","[""domingos"", ""ator"", ""são francisco"", ""montagner"", ""domingos montagner"", ""camila pitanga"", ""pitanga"", ""rio são"", ""do ator"", ""camila"", ""francisco"", ""novela velho"", ""velho chico"", ""novela"", ""canindé""]",[],2.0,3.0
canonical_random_group,topic_discovery,13,8,,"[""fake/2681"", ""fake/2697"", ""fake/2609"", ""fake/2409"", ""fake/2191""]","[""teori"", ""inquéritos"", ""zavascki"", ""teori zavascki"", ""lula"", ""moro"", ""atibaia"", ""sérgio moro"", ""sítio"", ""stf"", ""de curitiba"", ""sérgio"", ""ministro""]","[""eori "", ""ori ""]",0.0,8.0
canonical_random_group,topic_discovery,14,6,,"[""fake/2418"", ""fake/2434"", ""fake/2435"", ""fake/2393"", ""fake/2429""]","[""vila olímpica"", ""olímpica"", ""vila"", ""na vila"", ""delegação"", ""da austrália"", ""austrália"", ""sanitários"", ""entupidos"", ""atletas"", ""delegação da"", ""apartamentos"", ""escadas"", ""comitê"", ""sanitários entupidos""]",[],0.0,6.0
canonical_random_group,topic_discovery,15,6,,"[""fake/2506"", ""fake/2531"", ""fake/2830"", ""fake/2833"", ""fake/2834""]","[""maranhão"", ""waldir"", ""waldir maranhão"", ""interino"", ""da câmara"", ""interino da"", ""presidente interino"", ""maranhão presidente""]","[""ranhã"", ""anhão"", ""maran"", ""aranh"", ""nhão"", ""nhão "", "" mara""]",1.0,5.0
canonical_random_group,topic_discovery,16,5,,"[""true/1053"", ""true/2187"", ""true/1043"", ""fake/2187"", ""fake/1008""]","[""dallagnol"", ""deltan"", ""deltan dallagnol"", ""coordenador da"", ""coordenador"", ""procurador"", ""tarefa"", ""procurador da"", ""força tarefa"", ""da força"", ""lava jato"", ""lava"", ""jato"", ""corrupção""]","[""allag""]",3.0,2.0
canonical_random_group,topic_discovery,17,8,,"[""true/771"", ""true/1182"", ""true/452"", ""true/3019"", ""true/1197""]","[""caravana"", ""caravana do"", ""ônibus"", ""laranjeiras do"", ""laranjeiras"", ""dois ônibus"", ""tiros"", ""caravana de""]","[""carav"", ""avana"", ""vana "", ""vana"", ""ravan"", ""arava"", ""arav""]",8.0,0.0
canonical_random_group,topic_discovery,18,5,,"[""true/1187"", ""true/1192"", ""true/399"", ""fake/1194"", ""fake/1187""]","[""esplanada"", ""da cultura"", ""manifestantes"", ""ministérios"", ""vândalos"", ""ministério da"", ""cultura"", ""da agricultura"", ""prédios"", ""fogo"", ""agricultura"", ""depredação"", ""ministérios da""]","[""cultu"", ""ultur""]",3.0,2.0
canonical_random_group,topic_discovery,19,7,,"[""true/1231"", ""true/3499"", ""true/2282"", ""true/1209"", ""fake/1231""]","[""funaro"", ""lúcio funaro"", ""delação"", ""lúcio"", ""cunha"", ""operador"", ""de funaro"", ""antônio andrade"", ""pmdb"", ""da agricultura""]","[""unaro"", ""funar"", "" funa"", ""funa"", ""unar""]",5.0,2.0
canonical_random_group,topic_discovery,20,5,,"[""true/1290"", ""fake/1290"", ""true/3487"", ""true/2313"", ""fake/115""]","[""duque"", ""renato duque"", ""renato"", ""ex diretor"", ""na estatal"", ""diretor"", ""petrobras renato""]","["" duqu"", "" duq"", ""duque"", ""duqu"", ""duq"", ""uque"", ""uqu"", ""uque ""]",3.0,2.0
canonical_random_group,topic_discovery,21,6,,"[""true/1302"", ""true/1365"", ""true/3485"", ""fake/1365"", ""true/1378""]","[""assad"", ""ataque"", ""síria"", ""ataque químico"", ""armas químicas"", ""químicas"", ""químico"", ""sírio"", ""na síria"", ""rebeldes"", ""bashar al"", ""al assad"", ""bashar""]","["" sír"", ""sír""]",5.0,1.0
canonical_random_group,topic_discovery,22,13,,"[""true/3040"", ""true/1638"", ""true/1549"", ""true/2650"", ""true/974""]","[""fatos"", ""marcaram"", ""que marcaram"", ""ano em"", ""ano"", ""cronológica que"", ""cronológica"", ""ordem cronológica"", ""estão entre"", ""retrospectiva"", ""em ordem"", ""dos leitores"", ""que chamaram"", ""publicadas"", ""listou""]",[],13.0,0.0
canonical_random_group,topic_discovery,23,5,,"[""true/1403"", ""true/1076"", ""fake/1403"", ""true/3387"", ""true/675""]","[""bruno"", ""borges"", ""bruno borges"", ""giordano"", ""jovem"", ""livros"", ""estudante"", ""giordano bruno"", ""do filósofo"", ""filósofo""]","[""bruno"", ""runo"", ""brun"", ""orges"", ""borge""]",4.0,1.0
canonical_random_group,topic_discovery,24,7,,"[""true/2641"", ""true/1432"", ""true/826"", ""true/1726"", ""fake/826""]","[""geddel"", ""de geddel"", ""geddel vieira"", ""vieira lima"", ""ex ministro"", ""vieira"", ""ministro geddel""]","[""gedde"", ""eddel"", ""ddel"", ""edde"", ""gedd"", ""dde"", ""edd"", "" ged""]",6.0,1.0
canonical_random_group,topic_discovery,25,6,,"[""true/1626"", ""true/2268"", ""true/1756"", ""true/2127"", ""true/1693""]","[""opções"", ""teatro"", ""teatro exposições"", ""salvador"", ""em salvador"", ""opções de"", ""exposições"", ""os ingressos"", ""ingressos"", ""semana em"", ""de lazer"", ""lazer"", ""shows"", ""há opções"", ""agenda cultural""]",[],6.0,0.0
canonical_random_group,topic_discovery,26,8,,"[""true/1627"", ""true/1659"", ""fake/1659"", ""true/1622"", ""true/1474""]","[""delações"", ""stf"", ""das delações"", ""cármen lúcia"", ""cármen"", ""lúcia"", ""odebrecht"", ""ministra cármen"", ""teori"", ""da odebrecht"", ""delações da"", ""ministra"", ""do stf"", ""executivos"", ""presidente do""]",[],6.0,2.0
canonical_random_group,topic_discovery,27,7,,"[""true/2015"", ""true/1789"", ""true/1668"", ""fake/2482"", ""fake/2387""]","[""mônica"", ""santana"", ""joão santana"", ""moura"", ""mônica moura"", ""joão"", ""milhões"", ""marqueteira"", ""us"", ""santana mônica"", ""us milhões""]","["" môni"", "" mô"", "" môn"", ""mônic""]",4.0,3.0
canonical_random_group,topic_discovery,28,4,,"[""true/1669"", ""fake/1683"", ""true/1666"", ""fake/1669""]","[""aeronave"", ""fab"", ""do avião"", ""gravador de"", ""avião"", ""da aeronave"", ""gravador"", ""teori"", ""de voz"", ""que caiu"", ""caixa preta"", ""aérea brasileira"", ""força aérea"", ""cenipa"", ""paraty""]",[],2.0,2.0
canonical_random_group,topic_discovery,29,5,,"[""true/1689"", ""true/1244"", ""fake/1689"", ""true/1692"", ""fake/1678""]","[""avião"", ""aeronave"", ""teori"", ""zavascki"", ""king air"", ""air"", ""king"", ""teori zavascki"", ""paraty"", ""um milagre"", ""beechcraft"", ""milagre"", ""pr som""]","["" aviã"", ""viã""]",3.0,2.0
canonical_random_group,topic_discovery,30,9,,"[""true/2300"", ""true/3498"", ""true/813"", ""true/1698"", ""true/802""]","[""brf"", ""trapaça"", ""da brf"", ""carne fraca"", ""fraca"", ""carne"", ""fase da"", ""fase"", ""laudos"", ""operação trapaça"", ""mandados"", ""da carne"", ""andrade faria""]","["" brf"", ""brf""]",8.0,1.0
canonical_random_group,topic_discovery,31,5,,"[""true/1773"", ""fake/1773"", ""fake/1775"", ""fake/1761"", ""fake/1658""]","[""helicóptero"", ""pimentel"", ""escarpas"", ""escarpas do"", ""do lago"", ""capitólio"", ""lago"", ""governador"", ""de capitólio""]","[""icópt"", ""ópt"", ""licóp"", ""licó"", ""pter"", ""ptero""]",1.0,4.0
canonical_random_group,topic_discovery,32,5,,"[""true/186"", ""fake/1016"", ""fake/2856"", ""true/1016"", ""fake/186""]","[""suzane"", ""isabella"", ""nardoni"", ""jatobá"", ""anna carolina"", ""anna"", ""richthofen"", ""carolina jatobá"", ""carolina"", ""de isabella"", ""isabella nardoni"", ""pela morte"", ""tremembé"", ""von richthofen"", ""mães""]",[],2.0,3.0
canonical_random_group,topic_discovery,33,6,,"[""true/2314"", ""true/2202"", ""fake/2202"", ""fake/2211"", ""fake/3194""]","[""de pensão"", ""pensão"", ""fundos de"", ""fundos"", ""postalis"", ""operação greenfield"", ""greenfield"", ""funcef"", ""petros"", ""previ"", ""bilhões"", ""cvm""]","[""pensã"", ""fundo"", ""undos""]",2.0,4.0
canonical_random_group,topic_discovery,34,4,,"[""true/3251"", ""true/1190"", ""true/2564"", ""true/1618""]","[""fase"", ""fase da"", ""mandados"", ""manhã desta"", ""na manhã"", ""da fase"", ""de busca"", ""operação"", ""manhã"", ""da operação"", ""pf"", ""mpf""]","["" fase"", ""fase"", "" fas""]",4.0,0.0
canonical_random_group,topic_discovery,35,11,,"[""true/3021"", ""true/3146"", ""true/1048"", ""true/3353"", ""true/2042""]","[""galloro"", ""segovia"", ""diretor geral"", ""jungmann"", ""pf"", ""da pf"", ""rogério galloro"", ""diretor"", ""novo diretor"", ""polícia federal"", ""polícia"", ""rogério"", ""da segurança"", ""fernando segovia"", ""geral""]",[],10.0,1.0
canonical_random_group,topic_discovery,36,4,,"[""true/548"", ""true/438"", ""fake/548"", ""true/440""]","[""barroso"", ""gilmar"", ""gilmar mendes"", ""mendes"", ""roberto barroso"", ""nós"", ""ministros""]","[""rroso"", ""barro"", ""arros"", "" gilm"", ""gilm"", ""gilma"", ""ilmar"", ""rros""]",3.0,1.0
canonical_random_group,topic_discovery,37,6,,"[""true/573"", ""true/2248"", ""true/2812"", ""true/3602"", ""true/1896""]","[""moraes"", ""de moraes"", ""alexandre de"", ""alexandre"", ""teori"", ""vaga"", ""moraes foi"", ""teori zavascki"", ""zavascki"", ""ministro""]","[""morae"", ""orae"", ""oraes"", ""raes"", ""raes ""]",6.0,0.0
canonical_random_group,topic_discovery,38,5,,"[""true/682"", ""true/626"", ""fake/665"", ""fake/693"", ""fake/682""]","[""arte"", ""museu"", ""museu de"", ""de arte"", ""artista"", ""performance"", ""arte moderna"", ""moderna"", ""lygia"", ""clark"", ""lygia clark"", ""nu"", ""de lygia"", ""mam"", ""que arte""]",[],2.0,3.0
secondary_temporal_group,novelty_detection,0,2075,2038.0,"[""true/1"", ""true/100"", ""true/1000"", ""true/1001"", ""true/1007"", ""true/1008"", ""true/1009"", ""true/1010"", ""true/1012"", ""true/1014"", ""true/1015"", ""true/1017"", ""true/1019"", ""true/1022"", ""true/1025"", ""true/1026"", ""true/1027"", ""true/1028"", ""true/103"", ""true/1030""]",[],[],,
secondary_temporal_group,novelty_detection,1,5,5.0,"[""true/1400"", ""true/1766"", ""true/837"", ""true/878"", ""true/951""]",[],[],,
secondary_temporal_group,topic_discovery_kmeans,0,828,,"[""fake/145"", ""true/2294"", ""fake/2272"", ""fake/2644"", ""fake/2758""]","[""de"", ""que"", ""dilma"", ""do"", ""não"", ""lula"", ""da"", ""um"", ""para"", ""se"", ""presidente"", ""em""]","["" de"", ""do "", ""de ""]",56.0,772.0
secondary_temporal_group,topic_discovery_kmeans,1,330,,"[""true/3056"", ""true/1150"", ""true/1206"", ""true/1241"", ""true/2759""]","[""janot"", ""de"", ""da"", ""lava"", ""stf"", ""lava jato"", ""jato"", ""geral"", ""geral da"", ""do"", ""da república"", ""república"", ""supremo"", ""ministro"", ""federal""]",[],231.0,99.0
secondary_temporal_group,topic_discovery_kmeans,2,506,,"[""true/2943"", ""true/2592"", ""true/3437"", ""true/3436"", ""true/2519""]","[""de"", ""temer"", ""do"", ""que"", ""câmara"", ""da"", ""presidente"", ""para"", ""na"", ""senado"", ""da câmara"", ""stf""]","["" de"", ""do "", ""de ""]",360.0,146.0
secondary_temporal_group,topic_discovery_kmeans,3,1477,,"[""true/917"", ""true/2990"", ""true/1350"", ""fake/3330"", ""true/1545""]","[""de"", ""que"", ""do"", ""em"", ""da"", ""um"", ""uma"", ""no"", ""para"", ""na"", ""com""]","["" de"", ""de "", "" de "", ""do ""]",840.0,637.0
secondary_temporal_group,topic_discovery_kmeans,4,426,,"[""true/2729"", ""true/2704"", ""true/2620"", ""true/1157"", ""true/3177""]","[""de"", ""odebrecht"", ""da"", ""milhões"", ""que"", ""em"", ""do"", ""ex"", ""para"", ""delação""]","["" de"", ""de "", "" de "", ""do "", ""os ""]",209.0,217.0
secondary_temporal_group,topic_discovery_kmeans,5,90,,"[""true/1525"", ""true/1881"", ""true/3422"", ""true/2782"", ""true/3528""]","[""eldorado"", ""para ouvir"", ""clique"", ""clique aqui"", ""ouvir"", ""comentário"", ""aqui"", ""ouvir clique""]","[""dorad"", "" eld"", ""eldo"", "" eldo"", ""ldora"", ""eldor"", ""ldor""]",90.0,0.0
secondary_temporal_group,topic_discovery_kmeans,6,246,,"[""true/1306"", ""true/1325"", ""fake/745"", ""true/827"", ""true/828""]","[""norte"", ""coreia"", ""do norte"", ""coreia do"", ""eua"", ""kim""]","[""core"", "" nort"", ""nort"", ""norte"", "" core"", ""corei"", ""oreia"", "" nor"", ""reia""]",122.0,124.0
secondary_temporal_group,topic_discovery_kmeans,7,401,,"[""true/2130"", ""true/2059"", ""true/819"", ""true/2898"", ""true/1803""]","[""lula"", ""ex"", ""moro"", ""ex presidente"", ""de"", ""juiz"", ""sérgio moro"", ""sérgio"", ""da"", ""presidente""]","["" lula"", "" lul"", ""lula"", ""lul"", "" lu""]",244.0,157.0
secondary_temporal_group,topic_discovery,0,262,,"[""true/2087"", ""true/819"", ""true/1803"", ""true/2130"", ""true/2059""]","[""lula"", ""de"", ""ex"", ""presidente"", ""da"", ""do"", ""ex presidente"", ""que"", ""federal"", ""em"", ""moro"", ""lava jato"", ""lava"", ""jato""]","["" de""]",233.0,29.0
secondary_temporal_group,topic_discovery,1,16,,"[""true/1318"", ""fake/1376"", ""fake/1281"", ""fake/1332"", ""fake/476""]","[""porta aviões"", ""carl vinson"", ""vinson"", ""carl"", ""aviões"", ""porta"", ""norte"", ""uss"", ""coreia"", ""coreia do"", ""uss carl"", ""península""]","[""core"", ""-aviõ"", ""a-avi""]",8.0,8.0
secondary_temporal_group,topic_discovery,2,12,,"[""true/2903"", ""true/2914"", ""true/41"", ""true/557"", ""true/2913""]","[""wyllys"", ""jean"", ""jean wyllys"", ""bolsonaro"", ""ética""]","[""yll"", ""ylly"", ""yllys"", ""wylly"", ""wyl"", ""wyll"", "" wy"", "" wyll"", "" wyl"", ""llys""]",6.0,6.0
secondary_temporal_group,topic_discovery,3,13,,"[""true/919"", ""true/1528"", ""true/664"", ""true/1519"", ""true/2636""]","[""victor"", ""poliana"", ""cantor"", ""chaves"", ""cantor victor"", ""do cantor""]","[""ictor"", ""victo"", ""vict"", ""ctor"", "" vict"", ""icto"", ""ict"", ""ctor "", ""olian""]",8.0,5.0
secondary_temporal_group,topic_discovery,4,19,,"[""true/3068"", ""true/1473"", ""true/992"", ""true/1304"", ""fake/1924""]","[""foro"", ""proposta"", ""projeto"", ""pec"", ""do foro"", ""senado"", ""foro privilegiado"", ""privilegiado"", ""crimes comuns"", ""constituição"", ""fim do"", ""senadores"", ""do senado"", ""prerrogativa"", ""comuns""]",[],12.0,7.0
secondary_temporal_group,topic_discovery,5,23,,"[""true/2765"", ""true/2769"", ""true/1591"", ""true/2759"", ""true/2773""]","[""jucá"", ""machado"", ""sarney"", ""renan"", ""sérgio machado"", ""transpetro"", ""da transpetro"", ""pmdb"", ""calheiros"", ""romero jucá"", ""romero"", ""renan calheiros"", ""janot""]","[""jucá"", ""ucá""]",18.0,5.0
secondary_temporal_group,topic_discovery,6,20,,"[""true/1657"", ""true/1617"", ""true/1653"", ""true/1620"", ""fake/1664""]","[""marisa"", ""dona marisa"", ""dona"", ""marisa letícia"", ""letícia"", ""ex primeira"", ""primeira dama"", ""dama"", ""cerebral"", ""sírio libanês"", ""libanês"", ""sírio""]","[""arisa"", ""maris"", ""risa""]",12.0,8.0
secondary_temporal_group,topic_discovery,7,6,,"[""fake/1807"", ""fake/2963"", ""fake/2245"", ""fake/3457"", ""fake/3230""]","[""guimarães"", ""cueca"", ""na cueca"", ""josé guimarães"", ""dólares na"", ""dólares"", ""do nordeste"", ""deputado petista""]","[""guima"", "" guim"", ""arães"", ""arãe"", ""uimar"", ""uima"", ""imarã""]",1.0,5.0
secondary_temporal_group,topic_discovery,8,18,,"[""true/2029"", ""true/1856"", ""true/1855"", ""true/1282"", ""true/1214""]","[""renan"", ""marco aurélio"", ""aurélio"", ""marco"", ""do senado"", ""liminar"", ""aurélio mello"", ""mello"", ""senado"", ""stf"", ""presidência do"", ""renan calheiros"", ""calheiros"", ""presidência""]","[""renan""]",14.0,4.0
secondary_temporal_group,topic_discovery,9,7,,"[""true/2166"", ""fake/2166"", ""fake/2168"", ""fake/2169"", ""true/2169""]","[""montagner"", ""são francisco"", ""domingos"", ""domingos montagner"", ""rio são"", ""francisco"", ""ator"", ""sergipe"", ""novela"", ""velho chico"", ""canindé"", ""do ator""]","[""tagne"", ""ntagn"", ""tagn""]",4.0,3.0
secondary_temporal_group,topic_discovery,10,20,,"[""true/2167"", ""true/2992"", ""fake/2307"", ""true/1058"", ""true/1995""]","[""zelotes"", ""operação zelotes"", ""lula"", ""marcondes"", ""montadoras"", ""mautoni"", ""lula da""]","[""zelot"", ""elote"", "" zelo"", ""lotes"", ""zelo"", ""elot"", "" zel"", ""lote""]",11.0,9.0
secondary_temporal_group,topic_discovery,11,6,,"[""fake/2601"", ""fake/2605"", ""fake/946"", ""fake/2594"", ""fake/2849""]","[""gleisi"", ""hoffmann"", ""marido"", ""gleisi hoffmann"", ""senadora"", ""da senadora"", ""paulo bernardo"", ""bernardo""]","[""eisi"", ""gleis"", ""leisi"", "" glei"", ""glei"", "" gle"", ""eisi ""]",0.0,6.0
secondary_temporal_group,topic_discovery,12,5,,"[""fake/2773"", ""fake/2775"", ""fake/2769"", ""fake/2781"", ""fake/2779""]","[""jucá"", ""machado"", ""romero jucá"", ""romero"", ""do planejamento"", ""planejamento"", ""essa porra""]","["" jucá"", ""jucá"", ""ucá"", "" juc"", ""juc"", ""jucá "", ""ucá "", ""cá ""]",0.0,5.0
secondary_temporal_group,topic_discovery,13,5,,"[""fake/2844"", ""fake/2841"", ""fake/2836"", ""fake/2506"", ""fake/2842""]","[""maranhão"", ""waldir"", ""anular"", ""waldir maranhão"", ""impeachment"", ""interino da"", ""cardozo"", ""presidente interino"", ""interino""]","[""anhão"", ""ranhã"", ""maran"", ""aranh"", ""nhão"", "" mara""]",0.0,5.0
secondary_temporal_group,topic_discovery,14,5,,"[""fake/63"", ""true/262"", ""true/63"", ""true/579"", ""true/2141""]","[""alckmin"", ""marina"", ""bolsonaro"", ""psc"", ""ciro"", ""ciro gomes"", ""bolsonaro psc"", ""gomes pdt"", ""jair"", ""geraldo alckmin"", ""geraldo"", ""cenário"", ""gomes"", ""doria"", ""jair bolsonaro""]",[],4.0,1.0
secondary_temporal_group,topic_discovery,15,5,,"[""true/565"", ""true/651"", ""true/1676"", ""true/1543"", ""fake/651""]","[""janaúba"", ""creche"", ""crianças"", ""ateou"", ""ateou fogo"", ""damião"", ""fogo"", ""morreram"", ""de janaúba"", ""soares dos"", ""damião soares"", ""professora"", ""vigia""]","[""naúba"", ""aúb""]",4.0,1.0
secondary_temporal_group,topic_discovery,16,30,,"[""true/1294"", ""true/854"", ""true/835"", ""true/781"", ""fake/763""]","[""míssil"", ""norte"", ""coreia"", ""coreia do"", ""do norte"", ""lançamento"", ""balístico"", ""míssil balístico"", ""sul""]","[""míss"", "" míss"", ""mís"", "" mís"", ""íss"", ""core""]",20.0,10.0
secondary_temporal_group,topic_discovery,17,38,,"[""true/3422"", ""true/2782"", ""true/3528"", ""true/491"", ""true/1052""]","[""eldorado"", ""para ouvir"", ""clique"", ""clique aqui"", ""ouvir"", ""comentário"", ""aqui"", ""no play""]","["" eldo"", "" eld"", ""eldo"", ""eldor"", ""ldora"", ""dorad"", ""ldor""]",38.0,0.0
